ax,ay,az,wx,wy,wz
0.007857142857142858,-0.045,0.0071428571428571435,0.0,0.0,0.0
0.012,-0.04,0.0033333333333333335,0.0,0.0,0.0
0.005454545454545454,-0.04727272727272727,0.002727272727272727,0.0,0.0,0.0
0.01,-0.04230769230769231,0.0007692307692307692,0.0,0.0,0.0
0.01,-0.043333333333333335,0.0033333333333333335,0.0,0.0,0.0
0.01,-0.04818181818181819,0.0,0.0,0.0,0.0
0.007333333333333333,-0.050666666666666665,-0.0006666666666666666,0.0,0.0,0.0
0.008888888888888889,-0.04,0.0011111111111111111,0.0,0.0,0.0
0.0033333333333333335,-0.043333333333333335,0.008666666666666666,0.0,0.0,0.0
0.00923076923076923,-0.04076923076923077,0.00923076923076923,0.0,0.0,0.0
0.0018181818181818182,-0.045454545454545456,0.004545454545454546,0.0,0.0,0.0
0.01,-0.04928571428571429,0.0071428571428571435,0.0,0.0,0.0
0.0033333333333333335,-0.04666666666666667,0.004166666666666667,0.0,0.0,0.0
0.0007692307692307692,-0.04230769230769231,0.0007692307692307692,0.0,0.0,0.0
0.0075,-0.04583333333333334,0.01,0.0,0.0,0.0
0.0,-0.042,0.01,0.0,0.0,0.0
0.00875,-0.045625,0.01,0.0,0.0,0.0
0.009166666666666667,-0.04916666666666667,0.010833333333333334,0.0,0.0,0.0
0.0025,-0.0425,0.009166666666666667,0.0,0.0,0.0
0.0015384615384615385,-0.033846153846153845,0.00923076923076923,0.0,0.0,0.0
0.006666666666666667,-0.04,0.004166666666666667,0.0,0.0,0.0
0.00923076923076923,-0.047692307692307694,0.0007692307692307692,0.0,0.0,0.0
0.006666666666666667,-0.04416666666666667,0.0075,0.0,0.0,0.0
0.01,-0.04818181818181819,0.00818181818181818,0.0,0.0,0.0
0.0064285714285714285,-0.04428571428571428,0.007857142857142858,0.0,0.0,0.0
0.01,-0.04818181818181819,0.0,0.0,0.0,0.0
0.0064285714285714285,-0.04285714285714286,0.005714285714285714,0.0,0.0,0.0
0.00923076923076923,-0.05,0.00923076923076923,0.0,0.0,0.0
0.006666666666666667,-0.04750000000000001,0.009166666666666667,0.0,0.0,0.0
0.01,-0.03166666666666667,0.011666666666666667,0.0,0.0,0.0
