accx,accy,accz,gyrox,gyroy,gyroz
1.0066666666666666,-0.0433333333333333,0.01,0.0,0.0,0.0
1.009,-0.05,0.005,0.0,0.0,0.0
1.01,-0.05,0.0073333333333333,0.0,0.0,0.0
1.0076923076923077,-0.05,0.003076923076923,0.0,0.0,0.0
1.0125,-0.0466666666666666,0.0233333333333333,0.0,0.0,0.0
1.0141666666666667,-0.0483333333333333,0.0158333333333333,0.0,0.0,0.0
1.01,-0.04,0.01,0.0,0.0,0.0
1.0061538461538462,-0.0476923076923076,0.0007692307692307,0.0,0.0,0.0
1.01,-0.0433333333333333,0.0033333333333333,0.0,0.0,0.0
1.0061538461538462,-0.05,0.0084615384615384,0.0,0.0,0.0
1.0133333333333332,-0.05,0.0066666666666666,0.0,0.0,0.0
1.0069230769230768,-0.05,0.0069230769230769,0.0,0.0,0.0
1.0066666666666666,-0.0466666666666666,0.0066666666666666,0.0,0.0,0.0
1.0107692307692306,-0.0453846153846153,0.0053846153846153,0.0,0.0,0.0
1.0166666666666666,-0.0466666666666666,0.0066666666666666,0.0,0.0,0.0
1.01,-0.045,0.0083333333333333,0.0,0.0,0.0
1.01,-0.0469230769230769,0.0,0.0,0.0,0.0
1.01,-0.0415384615384615,0.0015384615384615,0.0,0.0,0.0
1.01,-0.05,0.01,0.0,0.0,0.0
1.01,-0.0407692307692307,0.0084615384615384,0.0,0.0,0.0
1.01,-0.04,0.0,0.0,0.0,0.0
1.0114285714285713,-0.0471428571428571,0.0028571428571428,0.0,0.0,0.0
1.0145454545454544,-0.04,0.0172727272727272,0.0,0.0,0.0
1.0085714285714285,-0.0414285714285714,-0.0021428571428571,0.0,0.0,0.0
1.0066666666666666,-0.05,0.0033333333333333,0.0,0.0,0.0
1.0092307692307692,-0.05,0.0046153846153846,0.0,0.0,0.0
1.012,-0.05,0.0,0.0,0.0,0.0
1.0073333333333332,-0.0466666666666666,0.006,0.0,0.0,0.0
1.0033333333333334,-0.0466666666666666,0.0133333333333333,0.0,0.0,0.0
1.0138461538461538,-0.0476923076923076,0.0069230769230769,0.0,0.0,0.0
1.01,-0.04,0.02,0.0,0.0,0.0
1.01,-0.0464285714285714,0.0064285714285714,0.0,0.0,0.0
1.01,-0.0566666666666666,0.0,0.0,0.0,0.0
1.0107692307692306,-0.0484615384615384,0.0053846153846153,0.0,0.0,0.0
0.9966666666666667,-0.04,0.0133333333333333,0.0,0.0,0.0
1.0115384615384615,-0.043076923076923,-0.0007692307692307,0.0,0.0,0.0
1.017272727272727,-0.0545454545454545,0.0072727272727272,0.0,0.0,0.0
1.01,-0.0435714285714285,0.0071428571428571,0.0,0.0,0.0
1.01,-0.0433333333333333,0.0033333333333333,0.0,0.0,0.0
1.0123076923076924,-0.043076923076923,0.0115384615384615,0.0,0.0,0.0
1.0033333333333334,-0.0366666666666666,0.0166666666666666,0.0,0.0,0.0
1.0084615384615383,-0.0461538461538461,0.0061538461538461,0.0,0.0,0.0
1.0033333333333334,-0.05,0.0133333333333333,0.0,0.0,0.0
1.0061538461538462,-0.0446153846153846,0.0038461538461538,0.0,0.0,0.0
1.01,-0.04,-0.0066666666666666,0.0,0.0,0.0
1.01,-0.04,0.0091666666666666,0.0,0.0,0.0
1.01,-0.0369230769230769,0.0069230769230769,0.0,0.0,0.0
1.0084615384615383,-0.043076923076923,0.0092307692307692,0.0,0.0,0.0
1.0033333333333334,-0.04,0.01,0.0,0.0,0.0
1.0123076923076924,-0.0438461538461538,0.0007692307692307,0.0,0.0,0.0
1.0033333333333334,-0.04,0.0033333333333333,0.0,0.0,0.0
1.01,-0.0507692307692307,0.0046153846153846,0.0,0.0,0.0
1.01,-0.06,0.0,0.0,0.0,0.0
1.0084615384615383,-0.0376923076923076,0.0015384615384615,0.0,0.0,0.0
1.0066666666666666,-0.04,0.01,0.0,0.0,0.0
1.0107692307692306,-0.0515384615384615,0.0161538461538461,0.0,0.0,0.0
1.01,-0.0411111111111111,0.0022222222222222,0.0,0.0,0.0
1.0075,-0.0475,0.0175,0.0,0.0,0.0
1.0035,-0.04,0.0145,0.0,0.0,0.0
1.0092307692307692,-0.0492307692307692,0.0069230769230769,0.0,0.0,0.0
1.01,-0.05,0.0133333333333333,0.0,0.0,0.0
1.015,-0.041,0.007,0.0,0.0,0.0
1.0166666666666666,-0.04,0.0066666666666666,0.0,0.0,0.0
1.0046153846153847,-0.0453846153846153,0.0053846153846153,0.0,0.0,0.0
1.0,-0.0433333333333333,0.01,0.0,0.0,0.0
1.0008333333333332,-0.0391666666666666,0.005,0.0,0.0,0.0
1.008181818181818,-0.0418181818181818,0.0018181818181818,0.0,0.0,0.0
1.0042857142857142,-0.0464285714285714,0.0057142857142857,0.0,0.0,0.0
1.01,-0.0438461538461538,-0.003076923076923,0.0,0.0,0.0
1.0123076923076924,-0.043076923076923,-0.003076923076923,0.0,0.0,0.0
1.0027272727272727,-0.04,0.01,0.0,0.0,0.0
1.01,-0.0354545454545454,-0.0018181818181818,0.0,0.0,0.0
1.0013333333333334,-0.04,-0.0013333333333333,0.0,0.0,0.0
1.0076923076923077,-0.0453846153846153,0.0053846153846153,0.0,0.0,0.0
1.0,-0.0466666666666666,0.0066666666666666,0.0,0.0,0.0
1.013076923076923,-0.0476923076923076,0.0015384615384615,0.0,0.0,0.0
1.008,-0.04,0.012,0.0,0.0,0.0
1.0066666666666666,-0.0433333333333333,0.006,0.0,0.0,0.0
1.0033333333333334,-0.0466666666666666,-0.0066666666666666,0.0,0.0,0.0
1.0008333333333332,-0.0466666666666666,0.0041666666666666,0.0,0.0,0.0
1.003076923076923,-0.0469230769230769,0.003076923076923,0.0,0.0,0.0
1.005,-0.053,0.014,0.0,0.0,0.0
1.01,-0.0373333333333333,0.004,0.0,0.0,0.0
1.0115384615384615,-0.0407692307692307,-0.0007692307692307,0.0,0.0,0.0
1.02,-0.04,-0.0045454545454545,0.0,0.0,0.0
1.0115384615384615,-0.0438461538461538,0.0092307692307692,0.0,0.0,0.0
1.008181818181818,-0.04,0.0018181818181818,0.0,0.0,0.0
1.0071428571428571,-0.0428571428571428,0.0064285714285714,0.0,0.0,0.0
1.005,-0.0325,0.0075,0.0,0.0,0.0
1.003076923076923,-0.04,0.0084615384615384,0.0,0.0,0.0
1.0025,-0.045,0.0075,0.0,0.0,0.0
1.0054545454545454,-0.0481818181818181,0.0,0.0,0.0,0.0
1.01,-0.0426666666666666,0.0,0.0,0.0,0.0
1.005,-0.045,0.0041666666666666,0.0,0.0,0.0
1.0025,-0.0425,0.0,0.0,0.0,0.0
1.01,-0.0492307692307692,0.0092307692307692,0.0,0.0,0.0
1.008181818181818,-0.04,0.0181818181818181,0.0,0.0,0.0
1.0071428571428571,-0.0442857142857142,0.0092857142857142,0.0,0.0,0.0
1.0,-0.0475,0.0,0.0,0.0,0.0
1.0014285714285713,-0.04,0.0085714285714285,0.0,0.0,0.0
1.007272727272727,-0.0372727272727272,0.0045454545454545,0.0,0.0,0.0
1.0041666666666667,-0.0425,-0.01,0.0,0.0,0.0
1.01,-0.0471428571428571,0.0028571428571428,0.0,0.0,0.0
1.01,-0.0453846153846153,0.0084615384615384,0.0,0.0,0.0
1.01,-0.0472727272727272,0.0027272727272727,0.0,0.0,0.0
1.0015384615384615,-0.0446153846153846,0.0053846153846153,0.0,0.0,0.0
1.0036363636363637,-0.05,0.0,0.0,0.0,0.0
1.0125,-0.05,0.0041666666666666,0.0,0.0,0.0
