ax,ay,az,wx,wy,wz
0.28307692307692306,2.986923076923077,-3.256923076923077,-0.1323076923076923,0.06923076923076923,0.1053846153846154
0.8463636363636364,2.191818181818182,-1.6336363636363638,0.0027272727272727284,0.023636363636363636,0.18
1.4766666666666666,2.5473333333333334,-0.9926666666666667,0.14266666666666666,0.013333333333333334,0.17266666666666666
2.119,3.052,-1.334,0.075,-0.049,0.14
1.6807142857142858,2.5357142857142856,-1.6164285714285713,-0.10928571428571429,-0.13857142857142857,0.16642857142857143
0.7538461538461539,0.9407692307692308,-1.433846153846154,-0.1853846153846154,-0.1323076923076923,0.27692307692307694
0.4336363636363636,-0.7427272727272727,-1.1872727272727273,-0.19636363636363638,-0.022727272727272728,0.3645454545454545
0.5192307692307693,-1.5884615384615386,-0.6738461538461539,-0.23153846153846153,-0.006923076923076922,0.42153846153846153
0.4730769230769231,-1.7423076923076921,-0.006153846153846159,-0.13076923076923078,-0.09461538461538462,0.43846153846153846
0.7671428571428571,-1.7535714285714286,0.19785714285714287,0.12285714285714286,-0.11214285714285714,0.355
0.7809090909090909,-1.8336363636363637,-0.3972727272727273,0.23909090909090908,-0.09636363636363637,0.2545454545454545
0.534,-1.7890000000000001,-0.877,0.24100000000000002,-0.061,0.22200000000000003
0.27999999999999997,-1.7585714285714287,-1.1507142857142856,0.1285714285714286,-0.002857142857142857,0.24714285714285714
0.17416666666666666,-1.915,-0.9266666666666667,0.005,0.049166666666666664,0.2791666666666667
0.3628571428571429,-2.4778571428571428,-0.27214285714285713,0.019285714285714288,0.11142857142857143,0.295
0.4733333333333334,-2.794166666666667,0.395,0.14916666666666667,0.13583333333333333,0.24250000000000002
-0.15384615384615385,-2.5323076923076924,0.7184615384615385,0.32230769230769235,0.12230769230769231,0.21538461538461537
0.13727272727272727,-1.6227272727272728,0.4309090909090909,0.3690909090909091,0.06090909090909091,0.14454545454545456
0.812857142857143,-0.37142857142857144,-0.18,0.22428571428571428,-0.057857142857142864,0.0064285714285714285
1.08,0.23083333333333333,-0.5891666666666667,-0.04083333333333333,-0.15083333333333335,-0.15416666666666667
1.2138461538461538,0.07,-0.42076923076923073,-0.3,-0.17846153846153845,-0.3161538461538462
1.000909090909091,-0.23090909090909092,0.20636363636363636,-0.5081818181818182,-0.20636363636363636,-0.5009090909090909
0.5671428571428572,-0.5507142857142857,0.8964285714285715,-0.5542857142857143,-0.23785714285714285,-0.6207142857142857
0.1427272727272727,-1.2154545454545453,1.4736363636363636,-0.4454545454545455,-0.28,-0.62
-0.09333333333333332,-1.8473333333333335,1.6946666666666665,-0.3266666666666667,-0.268,-0.5273333333333333
-0.6958333333333333,-2.1458333333333335,1.7675,-0.16833333333333333,-0.2758333333333333,-0.4033333333333333
-1.2227272727272727,-1.6881818181818182,1.6145454545454543,0.05545454545454545,-0.28,-0.2509090909090909
-0.8491666666666666,-0.8158333333333333,0.9833333333333334,0.2775,-0.26,-0.14666666666666667
0.2578571428571429,-0.21428571428571427,0.07857142857142858,0.3021428571428571,-0.25,-0.12928571428571428
1.0654545454545454,-0.19363636363636363,-0.48454545454545456,0.07636363636363636,-0.23545454545454544,-0.11454545454545455
