accy,accz,accx,gyroy,gyroz,gyrox
3.1184615384615384,-0.2869230769230769,1.4215384615384616,0.3038461538461539,-0.0976923076923076,-0.5846153846153845
3.4314285714285715,-0.3028571428571429,1.0042857142857142,0.3857142857142857,-0.0528571428571428,-0.5471428571428572
2.5477777777777777,-0.1277777777777777,1.135,0.4377777777777777,0.1261111111111111,-0.4527777777777778
0.7307692307692307,0.9546153846153846,2.7492307692307696,0.5276923076923077,0.2453846153846153,-0.2269230769230769
-0.5241666666666667,1.4808333333333332,3.779166666666667,0.6441666666666667,0.2358333333333333,-0.03
-1.3715384615384614,1.3415384615384616,4.12,0.9330769230769232,0.1338461538461538,0.2276923076923077
-1.6858333333333333,2.05,2.624166666666667,1.0583333333333331,0.0499999999999999,0.4366666666666667
-2.0138461538461536,1.9953846153846155,-0.0453846153846153,0.88,-0.0307692307692307,0.4361538461538461
-2.4891666666666667,1.5658333333333332,-2.1241666666666665,0.5008333333333334,-0.2208333333333333,0.3766666666666666
-2.41,1.1357142857142857,-2.7028571428571437,0.16,-0.36,0.3399999999999999
-1.5894444444444444,0.3216666666666666,-2.3833333333333333,-0.2938888888888888,-0.3755555555555555,0.2472222222222222
-0.7191666666666667,-0.9758333333333334,-1.1016666666666668,-0.6691666666666666,-0.22,0.13
-0.8615384615384615,-1.5246153846153847,-0.0638461538461538,-0.6653846153846155,-0.1161538461538461,0.0938461538461538
-1.1084615384615384,-1.316923076923077,0.4492307692307692,-0.5107692307692308,-0.2269230769230769,0.2046153846153846
-0.7458333333333332,-0.6208333333333333,0.3891666666666666,-0.2966666666666667,-0.34,0.4108333333333333
-0.1930769230769231,0.5084615384615385,-0.6269230769230769,-0.2869230769230769,-0.2738461538461538,0.4507692307692308
0.4908333333333334,0.1674999999999999,-1.7191666666666665,-0.3716666666666666,-0.1266666666666666,0.4241666666666666
0.8414285714285714,-0.6828571428571429,-1.6942857142857142,-0.37,0.0157142857142857,0.4257142857142857
0.7127777777777777,-1.1111111111111112,-1.6866666666666663,-0.3227777777777778,0.1716666666666666,0.5316666666666667
0.5861538461538461,-0.8684615384615385,-1.022307692307692,-0.3492307692307692,0.2546153846153846,0.5238461538461539
0.94,-1.1241666666666663,-0.3441666666666667,-0.3825,0.34,0.3891666666666666
1.1976923076923076,-1.1700000000000002,-0.3846153846153846,-0.3461538461538461,0.44,0.3023076923076923
1.155,-1.4258333333333333,-0.6616666666666667,-0.2708333333333333,0.4308333333333333,0.3216666666666666
1.1630769230769231,-1.003076923076923,-0.7946153846153846,-0.1907692307692307,0.3038461538461539,0.4146153846153846
1.5233333333333334,-0.6033333333333334,-0.765,-0.17,0.215,0.4691666666666667
1.741428571428571,-0.5842857142857143,-0.9285714285714286,-0.1671428571428571,0.1942857142857143,0.4857142857142857
1.9916666666666667,-0.5633333333333334,-1.1916666666666669,-0.1294444444444444,0.2094444444444444,0.538888888888889
2.226923076923077,-0.5230769230769231,-1.1584615384615384,-0.0607692307692307,0.2661538461538461,0.62
2.230833333333333,-0.45,-0.7675000000000001,0.0174999999999999,0.4341666666666666,0.7208333333333333
1.7915384615384615,-0.0938461538461538,-0.1061538461538461,0.0646153846153846,0.6561538461538461,0.7738461538461539
0.7208333333333333,0.295,0.9633333333333334,-0.0308333333333333,0.7591666666666667,0.7233333333333333
-0.4476923076923077,-0.1992307692307692,1.8753846153846152,-0.2176923076923076,0.5392307692307692,0.6869230769230769
-0.2083333333333333,-0.7483333333333334,2.395,-0.3891666666666666,0.1108333333333333,0.7958333333333334
0.9528571428571428,-0.8928571428571429,2.632857142857143,-0.4471428571428571,-0.2057142857142857,0.8885714285714286
2.6133333333333333,-0.305,2.21,-0.4316666666666666,-0.4344444444444444,0.9783333333333332
3.413076923076924,-0.0015384615384615,0.9246153846153846,-0.4746153846153846,-0.2776923076923077,0.8907692307692308
1.919166666666667,-2.299166666666667,1.1758333333333333,-0.51,0.0341666666666666,0.4516666666666666
-0.5361538461538461,-4.317692307692307,3.2507692307692317,-0.4523076923076923,0.1861538461538461,-0.0246153846153846
-2.700833333333333,-2.8525,5.291666666666667,-0.6058333333333333,-0.0608333333333333,-0.4708333333333334
-3.2684615384615388,-0.9261538461538462,5.43076923076923,-1.0007692307692309,-0.5084615384615385,-0.8376923076923077
-2.0116666666666667,-0.1516666666666666,3.11,-1.1516666666666666,-0.7441666666666666,-0.8875000000000001
-1.3514285714285716,-0.5142857142857143,0.5085714285714286,-1.0414285714285714,-0.6785714285714286,-0.8442857142857143
-1.737777777777778,-1.3777777777777778,-2.613888888888889,-0.705,-0.5527777777777777,-0.7738888888888888
-1.6607692307692308,-1.85,-4.282307692307692,0.0876923076923076,-0.5307692307692308,-0.5115384615384616
-0.7425,-0.3033333333333333,-3.6216666666666666,0.755,-0.4683333333333333,-0.2766666666666666
0.1833333333333333,2.335,-1.6749999999999998,1.0833333333333333,-0.2525,-0.0683333333333333
0.4546153846153846,4.202307692307692,0.0753846153846154,0.9353846153846154,0.013076923076923,-0.0569230769230769
0.0123076923076923,3.265384615384616,1.18,0.5376923076923077,0.1623076923076923,-0.2069230769230769
-0.6308333333333334,0.945,1.4966666666666668,0.2766666666666666,0.085,-0.2975
-1.1871428571428573,-0.92,1.2942857142857145,0.1671428571428571,-0.0985714285714285,-0.38
-1.0016666666666667,-2.2383333333333333,-0.1249999999999999,0.2116666666666666,-0.3488888888888889,-0.4866666666666666
0.0761538461538461,-1.616153846153846,-1.863846153846154,0.4269230769230769,-0.4192307692307692,-0.6246153846153846
0.8850000000000001,-0.21,-2.3975,0.5408333333333334,-0.2608333333333333,-0.7041666666666666
1.2453846153846155,0.9592307692307692,-2.0576923076923075,0.5823076923076923,-0.0453846153846153,-0.6523076923076924
1.2141666666666666,2.056666666666666,-1.3416666666666668,0.5358333333333333,0.1591666666666666,-0.5608333333333334
0.9146153846153846,2.4992307692307696,-0.8715384615384616,0.3130769230769231,0.24,-0.5292307692307693
0.7672727272727272,1.6909090909090911,-0.4872727272727273,0.1772727272727272,0.1918181818181818,-0.4818181818181818
0.735,1.325,-0.4575,0.125,0.11625,-0.46875
0.9194444444444444,0.895,-0.8155555555555556,0.0705555555555555,0.0138888888888888,-0.4666666666666667
1.4284615384615384,0.9346153846153846,-1.396923076923077,-0.0138461538461538,-0.02,-0.4207692307692307
1.7733333333333334,0.9033333333333332,-1.5516666666666667,-0.1058333333333333,0.07,-0.3791666666666666
1.9230769230769231,0.8276923076923077,-1.6376923076923076,-0.1715384615384615,0.2276923076923077,-0.3061538461538461
1.88,0.7875000000000001,-1.385,-0.2183333333333333,0.3825,-0.2133333333333333
1.5307692307692309,0.6799999999999999,-0.4846153846153846,-0.21,0.4792307692307692,-0.1446153846153846
1.2775,0.2841666666666667,0.5975,-0.1158333333333333,0.4941666666666666,-0.1525
1.3976923076923078,-0.2907692307692308,1.4884615384615385,0.0407692307692307,0.4423076923076923,-0.1884615384615384
1.5133333333333334,-0.6366666666666667,1.8908333333333327,0.1949999999999999,0.3591666666666667,-0.1908333333333333
1.26,-0.5884615384615384,1.9523076923076923,0.2753846153846154,0.21,-0.26
1.495,-0.46,2.0441666666666665,0.2866666666666667,0.0141666666666666,-0.4491666666666667
2.308461538461539,-0.6915384615384615,2.103076923076923,0.2953846153846153,-0.1861538461538461,-0.6407692307692308
3.2225,-1.0358333333333334,1.5133333333333334,0.3441666666666667,-0.3425,-0.7208333333333333
4.119999999999999,-0.3876923076923076,0.2807692307692307,0.4138461538461538,-0.3676923076923077,-0.7446153846153846
4.589166666666666,1.09,-0.4308333333333333,0.3983333333333334,-0.1391666666666666,-0.7324999999999999
