accy,accz,accx
-0.8507692307692308,-0.3215384615384615,1.7969230769230768
-0.856153846153846,0.1261538461538461,0.9253846153846154
-0.8390909090909091,-0.0254545454545454,0.5727272727272728
-0.6799999999999999,0.1721428571428571,0.2857142857142857
-0.5533333333333333,0.4316666666666666,0.2975
-0.5900000000000001,0.835,0.4599999999999999
-0.96375,1.416875,0.54625
-1.3292307692307692,2.493846153846154,0.2976923076923077
-1.2784615384615383,2.9269230769230767,-0.2115384615384615
-0.92,2.615,-1.005
0.0562499999999999,1.81625,-1.59
2.167692307692308,0.2176923076923076,-2.261538461538461
3.1133333333333333,-0.3066666666666666,-2.3366666666666664
3.173076923076923,-0.1907692307692307,-2.25
2.327272727272728,-0.22,-2.1872727272727275
1.3728571428571428,-1.0792857142857142,-2.8528571428571428
1.022857142857143,-2.03,-4.145714285714286
0.8881818181818182,-1.2654545454545454,-4.678181818181819
0.6584615384615385,-0.5723076923076923,-3.992307692307692
0.1066666666666666,0.1783333333333333,-1.8183333333333327
-0.0846153846153846,0.8215384615384616,-0.2484615384615384
-0.1823076923076923,0.1053846153846153,1.0084615384615383
-0.4509999999999999,-0.617,1.371
-0.3585714285714285,-1.1414285714285717,1.4628571428571429
0.0358333333333333,-1.7700000000000002,1.1816666666666666
0.6946153846153845,-2.2361538461538464,1.1953846153846153
0.7666666666666666,-2.1708333333333334,1.471666666666667
0.2261538461538461,-1.6684615384615389,1.5723076923076924
-0.1345454545454545,-1.200909090909091,1.3454545454545457
-0.268,-0.624,1.146
-0.208,-0.1906666666666666,1.076
0.0771428571428571,-0.0028571428571428,1.2100000000000002
0.3472727272727272,-0.1045454545454545,1.7154545454545456
0.3357142857142857,-0.3142857142857143,2.981428571428572
0.0299999999999999,-0.7600000000000001,3.894545454545455
-0.8135714285714285,-2.294285714285714,3.2192857142857143
-1.0858333333333332,-2.786666666666666,1.9641666666666664
-0.2984615384615384,-1.4007692307692308,0.3030769230769231
0.2066666666666666,-0.5108333333333334,-0.3983333333333334
0.2546153846153846,0.4876923076923077,-0.3646153846153846
-0.2581818181818182,0.8681818181818183,0.2309090909090909
-1.0092857142857143,0.4707142857142857,1.0942857142857143
-1.1133333333333335,0.0533333333333333,1.2133333333333332
-1.206923076923077,-1.1730769230769231,0.9215384615384616
-1.1363636363636365,-1.7627272727272727,0.7454545454545456
-0.5442857142857143,-1.3892857142857142,0.22
0.3327272727272727,-0.9136363636363636,-0.509090909090909
1.9928571428571429,0.3371428571428571,-2.071428571428572
3.211818181818181,1.130909090909091,-3.1481818181818184
3.397142857142857,2.0885714285714285,-4.21
2.3927272727272726,2.7863636363636366,-4.819090909090909
1.3585714285714283,1.8278571428571428,-3.829285714285714
0.5763636363636363,0.9954545454545456,-2.395454545454545
-0.4261538461538461,-0.3507692307692308,-0.5284615384615384
-0.4669999999999999,-1.553,0.322
-0.0253333333333333,-0.51,-0.502
-0.0575,1.3683333333333332,-1.8066666666666664
-0.27,2.0707142857142857,-2.027142857142857
-0.22,2.1236363636363635,-1.1890909090909092
0.1515384615384615,1.4207692307692308,0.4546153846153846
0.2271428571428571,0.8242857142857144,1.125
0.2766666666666666,0.315,1.03
0.2154545454545454,-0.2590909090909091,1.0036363636363637
0.1853846153846154,-0.7092307692307693,0.99
0.2183333333333333,-0.5475,1.0591666666666666
0.4271428571428571,0.1264285714285714,1.2907142857142857
0.4254545454545454,0.5136363636363636,1.4018181818181816
0.1085714285714285,0.5521428571428572,1.6521428571428571
-0.1190909090909091,0.5681818181818182,1.804545454545455
-0.25,0.916923076923077,2.1984615384615385
-0.0221428571428571,1.2678571428571428,2.6142857142857143
0.2536363636363636,1.3909090909090909,2.413636363636364
0.2416666666666667,1.1366666666666667,1.75
0.2171428571428571,0.2971428571428571,0.9821428571428572
0.2581818181818182,-0.4718181818181817,0.8809090909090909
0.0715384615384615,-0.7823076923076923,1.272307692307692
-0.2516666666666666,-0.7399999999999999,1.8166666666666664
-0.9530769230769232,-0.3076923076923077,2.1446153846153844
-1.3616666666666666,0.02,1.846666666666667
-1.2407692307692306,0.4915384615384615,1.4184615384615389
-1.0375,0.9608333333333334,1.1900000000000002
-0.5800000000000001,0.8671428571428572,0.535
-0.0754545454545454,0.3263636363636363,0.0336363636363636
0.7723076923076923,-0.1392307692307692,-1.1953846153846153
1.3066666666666666,-0.25,-2.4166666666666665
1.684,0.3179999999999999,-3.4479999999999995
2.013333333333333,1.3033333333333337,-3.7226666666666666
1.905384615384616,1.2684615384615383,-2.770769230769231
1.5724999999999998,-0.1374999999999999,-2.83
1.356923076923077,-1.92,-4.583076923076923
1.4308333333333332,-2.105833333333333,-5.77
1.1953846153846153,-0.1115384615384615,-4.5
0.69,0.6508333333333333,-2.9791666666666665
-0.1928571428571428,0.9485714285714286,-0.9214285714285716
-0.5681818181818182,0.920909090909091,0.3009090909090909
-0.2438461538461538,0.2792307692307692,0.9515384615384616
0.205,-0.4033333333333333,1.2066666666666668
0.8115384615384615,-1.2538461538461538,1.2046153846153846
1.080833333333333,-1.74,1.2833333333333332
1.1123076923076924,-1.8015384615384613,1.796153846153846
0.874,-1.544,2.124
0.5750000000000001,-1.13,1.99
0.274,-0.49,1.376
0.5678571428571428,-0.2928571428571428,1.2221428571428572
0.7936363636363637,-0.1518181818181818,1.468181818181818
0.669,0.065,2.242
0.2786666666666667,-0.04,3.4153333333333333
-0.6392307692307693,-0.0823076923076922,4.558461538461538
-1.27,-1.3016666666666667,3.36
-1.132,-2.491,1.418
0.216,-2.496666666666667,-1.638
1.09,0.7546153846153845,-1.3476923076923075
0.4424999999999999,0.9858333333333332,-0.2466666666666666
-1.2,0.1838461538461538,1.1346153846153846
-1.9641666666666664,0.1791666666666666,1.7
-2.0307692307692307,-0.2038461538461538,1.2407692307692306
-1.8525,-0.2941666666666666,0.6966666666666667
-1.850769230769231,-0.9176923076923076,0.1715384615384615
-1.9258333333333333,-1.1075,-0.0333333333333333
-1.997692307692308,-0.7676923076923077,-0.1061538461538461
-1.471666666666667,-0.6141666666666666,-0.3866666666666667
0.2053846153846154,0.043076923076923,-1.1976923076923076
1.4391666666666667,0.585,-2.3466666666666667
2.4246153846153846,0.3838461538461538,-3.79
3.3200000000000003,0.2725,-4.28
3.829,1.3210000000000002,-3.697
2.964,2.2820000000000005,-2.7506666666666666
1.0976923076923075,2.4646153846153847,-1.812307692307692
0.1683333333333333,1.5199999999999998,-1.2433333333333334
0.0153846153846153,-0.14,-1.0284615384615383
0.1733333333333333,-1.1783333333333337,-1.143333333333333
0.636923076923077,-1.6076923076923075,-0.8853846153846153
0.6108333333333333,-0.6933333333333334,-0.0633333333333333
-0.0289999999999999,0.931,0.829
-0.1826666666666666,1.6233333333333335,1.6913333333333331
-0.015,2.048,1.94
0.2266666666666666,1.9,1.6833333333333331
0.3646153846153846,1.050769230769231,1.1415384615384616
0.4641666666666666,0.8208333333333333,0.8366666666666666
0.7876923076923077,0.5046153846153847,0.8415384615384615
0.82,0.1216666666666666,1.0133333333333334
0.6092307692307692,-0.0661538461538461,1.6969230769230772
0.2183333333333333,-0.0016666666666666,2.45
-0.0984615384615384,0.3261538461538462,2.88
-0.0541666666666666,0.3291666666666666,2.660833333333333
0.3066666666666667,-0.0041666666666666,2.0716666666666668
0.5576923076923077,-0.4361538461538461,1.8315384615384616
0.5323076923076923,-0.3053846153846153,1.6215384615384616
0.0699999999999999,0.2941666666666666,1.096666666666667
-0.4038461538461538,1.3761538461538465,0.3538461538461538
-0.353,1.4780000000000002,0.486
-0.633125,0.4393749999999999,1.37375
-1.185454545454545,-0.0918181818181818,1.81
-1.646923076923077,-0.1776923076923077,1.926923076923077
-1.7166666666666668,-0.3025,1.7333333333333334
-0.9925,-0.005,1.3925
0.02,0.3046153846153846,0.6361538461538461
0.8215384615384616,0.4984615384615385,-1.2123076923076923
1.5599999999999998,0.3841666666666667,-2.776666666666667
2.209285714285714,0.6085714285714285,-3.787857142857143
2.171818181818182,1.0554545454545454,-3.636363636363636
1.2492307692307691,1.7007692307692308,-2.273846153846154
0.1591666666666666,0.58,-2.7166666666666663
-0.2638461538461538,-2.0707692307692307,-6.346923076923077
-0.2633333333333333,-2.8816666666666664,-8.196666666666667
0.1608333333333333,-0.5783333333333334,-6.965
0.6784615384615384,1.6446153846153846,-4.392307692307693
0.5446153846153846,1.4584615384615385,-0.8853846153846153
0.0775,0.535,1.2225
-0.5684615384615385,-0.8346153846153848,2.987692307692308
-0.6583333333333333,-1.6625,3.6833333333333336
-0.2676923076923077,-2.0961538461538463,3.5938461538461537
0.15,-2.125833333333333,3.3200000000000003
0.5061538461538462,-1.7207692307692308,3.11
0.4883333333333333,-1.1091666666666666,2.873333333333333
0.5892307692307692,-0.393076923076923,2.5446153846153843
0.8358333333333333,0.3233333333333333,2.53
0.7315384615384615,0.283076923076923,3.053076923076923
0.7174999999999999,-0.7725,3.835
-0.0115384615384615,-2.1361538461538463,4.633846153846154
-1.0491666666666666,-0.6808333333333333,2.936666666666667
-1.008,0.96,0.234
-0.5426666666666667,-0.722,-0.842
-0.5946153846153847,-1.786923076923077,0.043076923076923
-1.0625,-1.4366666666666668,1.2766666666666666
-1.2646153846153847,-1.3692307692307693,1.166153846153846
-1.0666666666666669,-1.3208333333333335,0.6
-0.4623076923076923,-0.62,-0.53
0.5375,0.4541666666666666,-2.16
1.9310000000000005,1.925,-3.556
3.1406666666666667,2.856666666666667,-4.39
3.3892307692307693,2.343076923076924,-4.3100000000000005
1.4791666666666667,2.1991666666666667,-3.189166666666667
-0.6738461538461539,1.536923076923077,-2.5430769230769235
-0.855,0.3575,-2.72
-0.353076923076923,-0.3646153846153846,-3.317692307692308
-0.1266666666666666,-0.7816666666666667,-3.5975
0.1769230769230769,-1.73,-2.718461538461539
0.1725,-1.2,-1.42
-0.2307692307692307,0.8053846153846155,0.8215384615384616
-0.2616666666666666,1.3541666666666667,2.3091666666666666
0.0369230769230769,1.6076923076923075,2.8123076923076926
0.3116666666666667,1.4525,2.7466666666666666
0.1107692307692307,1.2192307692307691,2.723076923076923
-0.2841666666666667,1.1616666666666666,2.7133333333333334
-0.177,1.103,2.85
